doc_id,accident_id,text,event_polarity,topic_id
234,134,Two of the flight attendants sustained minor injuries,NEGATIVE,1
235,135,"an Embraer EMB-145LR, N16561, operated by ExpressJet Airlines, Inc. as flight 5685, received minor damage when it sustained a lightning strike while on approach to runway 4R",NEGATIVE,0
236,135,The flightcrew encountered elevator control binding and the flight landed without further incident.,NEGATIVE,-1
237,135,"the colors on the PFD [primary flight display] and MFD [multifunction display] changed from their standard colors to variations of red, purple, green, blue and white.",NEGATIVE,-1
238,135,the first officer went to lower the nose a little bit to soften the landing and pointed out that the control column would not move forward from the current position.,NEGATIVE,5
239,135,I attempted to push forward without any success.,NEGATIVE,5
240,135,"The paint was not present at the forward end of fairing, where the fairing attached to the upper skin surface of the horizontal stabilizer.",NEGATIVE,2
241,135,Embedded and deformed copper foil was visible where the fastener holes were located,NEGATIVE,8
242,135,embedded strips of copper sheet were visible in the area where the fastener holes were located.,NEGATIVE,8
243,135,A screw that attached the navigation light lens to the fairing showed significant melting on its head.,NEGATIVE,2
244,135,A section of this upper right light receptacle was melted.,NEGATIVE,10
245,135,The back plate’s wire harness was burned through at the strain relief shield termination connector backshell.,NEGATIVE,10
246,135,"The automated surface observing system at MDW was not equipped with a single site lightning sensor and received its lightning data via the Automated Lightning Detection and Ranging System (ALDARS), which provided lightning information for cloud-to-ground strikes only.",NEGATIVE,4
247,135,"Calculations made by the RAwinsonde OBservation program (RAOB) indicated intensities of severe turbulence near 9,000 feet.",NEGATIVE,7
248,135,"RAOB also indicates lightning potential in a layer between 5,000 and 6,000 feet.",NEGATIVE,7
249,136,CFS7775 aircraft was cleared to land on runway 25L but landed on runway 25R,NEGATIVE,9
250,136,on short final CFS7775 turned right and landed on runway 25R,NEGATIVE,9
251,136,The airport surface detection equipment (airport surface detection equipment-X) ground radar system did not issue an alert,NEGATIVE,4
252,137,"a Federal Express MD-11, US registered N612FE, declared an emergency and diverted to Hungary (LHBP) due to a low fuel indication.",NEGATIVE,0
253,137,"a Federal Express MD-11, US registered N612FE, declared an emergency and diverted to Hungary (LHBP) due to a low fuel indication.",NEGATIVE,0
254,138,"passed within 1.04 miles laterally and 300 feet vertically over Worton, Maryland. Required minimum separation between the aircraft was 5 miles and 1000 feet.",NEGATIVE,-1
255,138,The aircraft didn’t turn as quickly as she expected,NEGATIVE,-1
256,138,and the easterly heading caused a groundspeed increase because of the westerly winds.,NEGATIVE,7
257,138,She did not consider turning COA239 to the west to achieve separation because she would possibly had a conflict with the Aberdeen airspace.,NEGATIVE,-1
258,138,she had not had any formal performance reviews such as over-the-shoulder checks or tape talks on those radar sectors where she was certified.,NEGATIVE,-1
259,138,The controller on the manual position assisting her at the time of the incident was also a developmental and was not radar qualified.,NEGATIVE,-1
260,138,"she has had numerous training write-ups involving control judgment, failure to respond aggressively to situations, and the need to take action when required.",NEGATIVE,-1
261,138,"she had a ""mental block"" about checking out at sectors 20 and 21, and that she seems to have regressed in her abilities while working that position although she had previously overcome similar problems while handling traffic at sectors 10 and 12.",NEGATIVE,-1
262,139,"On March 27, 2010, at 1112 Pacific daylight time, an operational error occurred at the San Francisco Airport Traffic Control Tower (SFO ATCT) when United Airlines flight 889 (UAL889), a Boeing 777 en route from San Francisco, California to Beijing, China, and N9870E, a Cessna 182 transiting the SFO class B surface area southbound toward Palo Alto, California, passed within approximately 480 feet laterally and 300 feet vertically of each other over San Bruno, California.",NEGATIVE,0
263,139,"The captain stated that she was very upset over the incident because of the close proximity of the Cessna, the lack of warning from the tower, and the traffic collision avoidance system alert indicating that the two aircraft were separated by only 200 feet vertically and horizontally.",NEGATIVE,-1
264,139,"She questioned the tower's procedures and the separation standards applicable to the encounter, and stated that she would be filing paperwork on the incident.",NEGATIVE,-1
265,139,SFO ATCT did not initially file an operational error report on the incident.,NEGATIVE,4
266,139,"He said that in this instance, he was distracted by the ground controller's taxi coordination and missed checking the radar display until after the departure was rolling.",NEGATIVE,4
267,139,"It is his normal practice to physically place the reminder strip on top of the flight strips for runway 28 departures, but in this case he did not use his normal procedure and he was not sure exactly where he placed the strip.",NEGATIVE,9
268,14,"On February 24, 2008, about 1340 Pacific standard time, a Boeing 737-300, N648SW, encountered severe turbulence during descent for landing at McCarran International Airport, Las Vegas, Nevada.",NEGATIVE,0
269,14,"Five passengers and one flight attendant (FA) sustained minor injuries, of which two were incurred as a result of the passengers' seat belts separating.",NEGATIVE,1
270,14,"An infant, who was being held by his mother, hit the overhead area as well.",NEGATIVE,1
271,14,Two additional passengers were injured by rough contact with the airplane structure during the turbulence upset.,NEGATIVE,1
272,14,It subsequently became unhooked on the right side of his seat during the second episode.,NEGATIVE,-1
273,14,During the turbulence there were negative g-forces and when his restraint unhooked he was thrust up into the air and hit the top of his head on the overhead bin.,NEGATIVE,1
274,14,During the turbulence there were negative g-forces and when his restraint unhooked he was thrust up into the air and hit the top of his head on the overhead bin.,NEGATIVE,1
275,14,He sustained a large knot on the top of his head and a sprained neck.,NEGATIVE,1
276,14,"A young female's restraint became unhooked, and she was seated in the same row adjacent to his. When the young female contacted the overhead bin it was severe enough to damage a corner of the overhead bin.",NEGATIVE,1
277,14,The passenger recalled that there was no warning of the impending turbulence by the flight crew or the flight attendants.,NEGATIVE,4
278,14,"The industry team determined that on older seats using D-ring type seat attachment fittings: ""Detachment of the seat belt occurs when an out-of-plane load is applied to the seat belt end fittings by the seat belt webbing. As the seat belt attempts to align the end fitting with the load, the spring keeper is depressed and the seat belt can become detached from the end fitting.""",NEGATIVE,1
279,14,The industry team and the FAA concluded that a seat belt became unhooked during a hard landing or turbulence only on seats equipped with a D-ring type seat attachment.,NEGATIVE,1
280,140,"encountered moderate clear-air turbulence while in cruise flight at 31,000 feet (flight level 310) over Runnells, Iowa.",NEGATIVE,7
281,140,"A cabin flight attendant, who was seated but unrestrained, sustained a hip fracture and a head contusion during the turbulence encounter.",NEGATIVE,1
282,140,"A cabin flight attendant, who was seated but unrestrained, sustained a hip fracture and a head contusion during the turbulence encounter.",NEGATIVE,1
283,140,"The flight encountered light-to-moderate turbulence between 29,000 feet and its assigned cruise altitude of 31,000 feet.",NEGATIVE,7
284,140,"Shortly after the captain’s request, the airplane encountered moderate turbulence before the flight attendants were able to fasten their lap belts.",NEGATIVE,7
285,140,The injured flight attendant was thrown from her seat and sustained a hip fracture and a head contusion.,NEGATIVE,1
286,141,"On April 5, 2010, at about 0629 eastern daylight time (EDT), a Jet Blue Airways Airbus 320-232, registration number N535JB, powered by two International Aero Engines (IAE) V2527 turbofan engines, experienced a left engine fan cowl separation during takeoff from Newark Liberty International airport (EWR), Newark, New Jersey.",NEGATIVE,0
287,141,"After parking and deplaning the passengers, the flightcrew noted additional damage to the left engine pylon, leading edge flaps, left main landing gear, and horizontal stabilator.",NEGATIVE,2
288,142,"encountered turbulence while in cruise flight near Bradley, Illinois",NEGATIVE,7
